Name	Start	Duration	Time Format	Type	Description
Marker 01	2:14.000	0:00.000	decimal	Cue	
CD Track 01	2:22.933	0:00.000	decimal	Track	
Marker 02	2:31.239	0:00.000	decimal	Cue	
Marker 03	2:36.800	0:00.000	decimal	Cue	
Marker 04	2:41.258	0:00.000	decimal	Cue	
Marker 05	2:45.639	0:00.000	decimal	Cue	
Marker 06	2:55.462	0:00.000	decimal	Cue	
CD Track 02	3:00.133	0:00.000	decimal	Track	
Marker 07	3:04.834	0:00.000	decimal	Cue	
Marker 08	3:08.440	0:00.000	decimal	Cue	
Marker 09	3:14.309	0:00.000	decimal	Cue	
Marker 10	3:17.132	0:00.000	decimal	Cue	
Marker 11	3:24.356	0:00.000	decimal	Cue	
