Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.054	0:00.000	decimal	Cue	
CD Track 01	0:08.866	0:00.000	decimal	Track	
CD Track 02	0:17.000	0:00.000	decimal	Track	
Marker 03	0:21.786	0:00.000	decimal	Cue	
CD Track 07	0:25.000	0:00.000	decimal	Track	
CD Track 03	0:28.386	0:00.000	decimal	Track	
CD Track 04	0:36.120	0:00.000	decimal	Track	
CD Track 05	0:42.546	0:00.000	decimal	Track	
Marker 06	0:47.776	0:00.000	decimal	Cue	
CD Track 08	0:50.760	0:00.000	decimal	Track	
CD Track 06	0:55.200	0:00.000	decimal	Track	
Marker 08	1:00.598	0:00.000	decimal	Cue	
