Name	Start	Duration	Time Format	Type	Description
Marker 01	0:59.540	0:00.000	decimal	Cue	
CD Track 01	1:03.640	0:00.000	decimal	Track	
CD Track 02	1:07.280	0:00.000	decimal	Track	
CD Track 03	1:11.253	0:00.000	decimal	Track	
CD Track 06	1:17.493	0:00.000	decimal	Track	
CD Track 07	1:20.680	0:00.000	decimal	Track	
Marker 02	1:24.025	0:00.000	decimal	Cue	
CD Track 08	1:30.186	0:00.000	decimal	Track	
CD Track 09	1:33.186	0:00.000	decimal	Track	
CD Track 10	1:37.413	0:00.000	decimal	Track	
CD Track 11	1:41.226	0:00.000	decimal	Track	
CD Track 12	1:43.426	0:00.000	decimal	Track	
Marker 03	1:48.849	0:00.000	decimal	Cue	
CD Track 13	1:52.653	0:00.000	decimal	Track	
CD Track 14	1:55.520	0:00.000	decimal	Track	
Marker 04	1:58.827	0:00.000	decimal	Cue	
