Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.021	0:00.000	decimal	Cue	
CD Track 02	0:01.706	0:00.000	decimal	Track	
CD Track 03	0:06.600	0:00.000	decimal	Track	
CD Track 10	0:07.920	0:00.000	decimal	Track	
CD Track 01	0:13.000	0:00.000	decimal	Cue	
CD Track 04	0:18.306	0:00.000	decimal	Track	
CD Track 05	0:21.466	0:00.000	decimal	Track	
CD Track 06	0:26.786	0:00.000	decimal	Track	
CD Track 07	0:31.472	0:00.000	decimal	Cue	
CD Track 08	0:36.573	0:00.000	decimal	Track	
CD Track 09	0:39.160	0:00.000	decimal	Track	
Marker 02	0:44.068	0:00.000	decimal	Cue	
