Name	Start	Duration	Time Format	Type	Description
Marker 14	0:00.254	0:00.000	decimal	Cue	
CD Track 14	0:02.613	0:00.000	decimal	Track	
CD Track 15	0:06.906	0:00.000	decimal	Track	
CD Track 01	0:09.386	0:00.000	decimal	Track	
Marker 05	0:12.029	0:00.000	decimal	Cue	
Marker 06	0:17.453	0:00.000	decimal	Track	
Marker 07	0:23.030	0:00.000	decimal	Cue	
CD Track 02	0:25.520	0:00.000	decimal	Track	
Marker 08	0:30.725	0:00.000	decimal	Cue	
Marker 09	0:34.883	0:00.000	decimal	Cue	
Marker 10	0:38.386	0:00.000	decimal	Cue	
CD Track 04	0:42.506	0:00.000	decimal	Track	
CD Track 05	0:45.066	0:00.000	decimal	Track	
CD Track 03	0:49.880	0:00.000	decimal	Track	
CD Track 08	0:53.760	0:00.000	decimal	Track	
CD Track 09	0:56.906	0:00.000	decimal	Track	
CD Track 10	0:59.880	0:00.000	decimal	Track	
Marker 11	1:03.074	0:00.000	decimal	Cue	
Marker 12	1:07.669	0:00.000	decimal	Cue	
CD Track 13	1:11.640	0:00.000	decimal	Track	
CD Track 11	1:14.400	0:00.000	decimal	Track	
CD Track 12	1:17.626	0:00.000	decimal	Track	
Marker 13	1:19.995	0:00.000	decimal	Cue	
