verse,ar,en,timestamps
,يَأَيُّهَا الَّذِينَ ءَامَنُوا,"O you who have believed,",0:00.608
,اجْتَنِبُوا كَثِيرًا مِّنَ الظَّنِّ,avoid much [negative] assumption.,0:04.560
,إِنَّ بَعْضَ الظَّنِّ إِثْمٌ,"Indeed, some assumption is sin.",0:09.080
,وَلَا تَجَسَّسُوا,And do not spy,0:13.413
,وَلَا يَغْتَب بَّعْضُكُم بَعْضًا,or backbite each other.,0:15.080
,أَيُحِبُّ أَحَدُكُمْ أَن يَأْكُلَ,Would one of you like to eat,0:19.280
,لَحْمَ أَخِيهِ مَيْتًا,the flesh of his brother when dead?,0:22.973
,فَكَرِهْتُمُوهُ,You would detest it.,0:26.266
,,,0:29.076
