Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.283	0:00.000	decimal	Cue	
CD Track 01	0:09.640	0:00.000	decimal	Track	
Marker 02	0:16.440	0:00.000	decimal	Cue	
CD Track 02	0:21.800	0:00.000	decimal	Track	
Marker 04	0:29.543	0:00.000	decimal	Cue	
CD Track 03	0:41.160	0:00.000	decimal	Track	
Marker 05	0:46.425	0:00.000	decimal	Cue	
CD Track 04	0:52.746	0:00.000	decimal	Track	
Marker 06	1:03.465	0:00.000	decimal	Cue	
CD Track 05	1:08.466	0:00.000	decimal	Track	
CD Track 06	1:16.026	0:00.000	decimal	Track	
CD Track 07	1:17.306	0:00.000	decimal	Track	
Marker 08	1:24.311	0:00.000	decimal	Cue	
CD Track 08	1:36.706	0:00.000	decimal	Track	
CD Track 09	1:43.893	0:00.000	decimal	Track	
Marker 09	1:50.074	0:00.000	decimal	Cue	
CD Track 10	1:58.226	0:00.000	decimal	Track	
CD Track 11	2:06.080	0:00.000	decimal	Track	
Marker 10	2:12.233	0:00.000	decimal	Cue	
