verse,ar,en,timestamps
97:1,إِنَّآ أَنزَلْنَـٰهُ فِى لَيْلَةِ ٱلْقَدْرِ,"Indeed, We sent it [i.e., the Qur'an] down during the Night of Decree.",0:03.744
97:2,وَمَآ أَدْرَىٰكَ مَا لَيْلَةُ ٱلْقَدْرِ,And what can make you know what is the Night of Decree?,0:08.278
97:3,لَيْلَةُ ٱلْقَدْرِ خَيْرٌ مِّنْ أَلْفِ شَهْرٍ,The Night of Decree is better than a thousand months.,0:11.461
97:4,تَنَزَّلُ ٱلْمَلَـٰٓئِكَةُ وَٱلرُّوحُ فِيهَا,"The angels and the Spirit [i.e., Gabriel] descend therein",0:15.471
,بِإِذْنِ رَبِّهِم مِّن كُلِّ أَمْرٍ,by permission of their Lord for every matter.,0:20.800
97:5,سَلَـٰمٌ هِىَ حَتَّىٰ مَطْلَعِ ٱلْفَجْرِ,Peace it is until the emergence of dawn.,0:25.445
,,,0:30.414
