verse,ar,en,timestamps
3:15,لِلَّذِينَ اتَّقَوْا عِندَ رَبِّهِمْ جَنَّتٌ,For those who fear Allah will be gardens in the presence of their Lord,0:00.000
,جَنَّتٌ تَجْرِى مِن تَحْتِهَا الْأَنْهَرُ,"gardens in the presence of their Lord beneath which rivers flow,",0:07.773
,خَلِدِينَ فِيهَا,"wherein they abide eternally,",0:12.800
,خَلِدِينَ فِيهَا وَأَزْوَجٌ مُّطَهَّرَةٌ,"wherein they abide eternally, and purified spouses",0:15.413
,وَأَزْوَجٌ مُّطَهَّرَةٌ وَرِضْوَنٌ مِّنَ اللَّهِ,and purified spouses and approval from Allah.,0:21.053
,وَاللَّهُ بَصِيرٌ بِالْعِبَادِ,"And Allah is Seeing [i.e., aware] of [His] servants -",0:30.240
,,,0:35.575
