Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.278	0:00.000	decimal	Cue	
CD Track 02	0:04.306	0:00.000	decimal	Track	
Marker 03	0:08.182	0:00.000	decimal	Cue	
CD Track 01	0:12.333	0:00.000	decimal	Track	
Marker 04	0:16.532	0:00.000	decimal	Cue	
CD Track 03	0:22.266	0:00.000	decimal	Track	
Marker 05	0:26.263	0:00.000	decimal	Cue	
CD Track 04	0:32.920	0:00.000	decimal	Track	
Marker 06	0:40.802	0:00.000	decimal	Cue	
Marker 07	0:46.300	0:00.000	decimal	Cue	
CD Track 05	0:50.066	0:00.000	decimal	Track	
Marker 08	0:56.454	0:00.000	decimal	Cue	
CD Track 06	0:59.893	0:00.000	decimal	Track	
Marker 10	1:03.187	0:00.000	decimal	Cue	
CD Track 07	1:07.546	0:00.000	decimal	Track	
CD Track 09	1:10.066	0:00.000	decimal	Track	
Marker 12	1:13.255	0:00.000	decimal	Cue	
CD Track 10	1:19.213	0:00.000	decimal	Track	
Marker 13	1:27.171	0:00.000	decimal	Cue	
