Name	Start	Duration	Time Format	Type	Description
Marker 01	15:01.029	0:00.000	decimal	Cue	
CD Track 01	15:03.653	0:00.000	decimal	Track	
CD Track 02	15:10.880	0:00.000	decimal	Track	
Marker 02	15:16.000	0:00.000	decimal	Cue	
CD Track 03	15:20.093	0:00.000	decimal	Track	
CD Track 04	15:23.400	0:00.000	decimal	Track	
CD Track 05	15:25.866	0:00.000	decimal	Track	
CD Track 06	15:28.626	0:00.000	decimal	Track	
Marker 03	15:31.813	0:00.000	decimal	Cue	
Marker 04	15:36.092	0:00.000	decimal	Cue	
CD Track 08	15:38.346	0:00.000	decimal	Track	
Marker 05	15:45.405	0:00.000	decimal	Cue	
