verse,ar,en,timestamps
76:11,فَوَقَىٰهُمُ ٱللَّهُ شَرَّ ذَٰلِكَ ٱلْيَوْمِ,So Allah will protect them from the evil of that Day,0:00.000
,وَلَقَّىٰهُمْ نَضْرَةً وَسُرُورًا,and give them radiance and happiness,0:04.613
76:12,وَجَزَىٰهُم بِمَا صَبَرُوا,And will reward them for what they patiently endured,0:09.496
,جَنَّةً وَحَرِيرًا,[with] a garden [in Paradise] and silk [garments].,0:12.586
76:13,مُّتَّكِـِٔينَ فِيهَا عَلَى ٱلْأَرَآئِكِ ۖ,[They will be] reclining therein on adorned couches.,0:16.615
,لَا يَرَوْنَ فِيهَا شَمْسًا,They will not see therein any [burning] sun,0:20.746
,وَلَا زَمْهَرِيرًا,or [freezing] cold.,0:23.653
76:14,وَدَانِيَةً عَلَيْهِمْ ظِلَـٰلُهَا,"And near above them are its shades,",0:26.421
,وَذُلِّلَتْ قُطُوفُهَا تَذْلِيلًا,and its [fruit] to be picked will be lowered in compliance.,0:30.453
76:15,وَيُطَافُ عَلَيْهِم بِـَٔانِيَةٍ,And there will be circulated among them vessels,0:34.631
,بِـَٔانِيَةٍ مِّن فِضَّةٍ وَأَكْوَابٍ,vessels of silver and cups,0:38.440
,وَأَكْوَابٍ كَانَتْ قَوَارِيرَا۠,"and cups having been [created] clear [as glass],",0:44.200
76:16,قَوَارِيرَا مِن فِضَّةٍ,Clear glasses [made] from silver,0:48.970
,قَدَّرُوهَا تَقْدِيرًا,of which they have determined the measure.,0:51.706
76:17,وَيُسْقَوْنَ فِيهَا كَأْسًا,And they will be given to drink a cup [of wine],0:55.053
,كَانَ مِزَاجُهَا زَنجَبِيلًا,whose mixture is of ginger,0:58.146
76:18,عَيْنًا فِيهَا تُسَمَّىٰ سَلْسَبِيلًا,"[From] a fountain within it [i.e., Paradise] named Salsabeel.",1:02.883
,,,1:08.300
