Name	Start	Duration	Time Format	Type	Description
Marker 02	0:00.212	0:00.000	decimal	Cue	
CD Track 01	0:05.786	0:00.000	decimal	Track	
CD Track 02	0:08.346	0:00.000	decimal	Track	
CD Track 03	0:12.333	0:00.000	decimal	Track	
CD Track 04	0:16.306	0:00.000	decimal	Track	
CD Track 05	0:23.026	0:00.000	decimal	Track	
CD Track 06	0:24.253	0:00.000	decimal	Track	
CD Track 07	0:29.320	0:00.000	decimal	Track	
Marker 03	0:36.559	0:00.000	decimal	Cue	
CD Track 08	0:38.786	0:00.000	decimal	Track	
CD Track 10	0:44.413	0:00.000	decimal	Track	
CD Track 11	0:47.693	0:00.000	decimal	Track	
CD Track 12	0:53.493	0:00.000	decimal	Track	
CD Track 13	0:56.280	0:00.000	decimal	Track	
CD Track 14	1:01.693	0:00.000	decimal	Track	
Marker 05	1:08.015	0:00.000	decimal	Cue	
