Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.081	0:00.000	decimal	Cue	
CD Track 01	0:03.693	0:00.000	decimal	Track	
CD Track 02	0:05.600	0:00.000	decimal	Track	
CD Track 03	0:11.520	0:00.000	decimal	Track	
CD Track 06	0:14.733	0:00.000	decimal	Track	
CD Track 04	0:19.666	0:00.000	decimal	Track	
CD Track 09	0:23.053	0:00.000	decimal	Track	
CD Track 07	0:26.653	0:00.000	decimal	Track	
CD Track 10	0:30.573	0:00.000	decimal	Track	
CD Track 11	0:34.880	0:00.000	decimal	Track	
CD Track 12	0:37.880	0:00.000	decimal	Track	
CD Track 13	0:42.973	0:00.000	decimal	Track	
CD Track 14	0:46.373	0:00.000	decimal	Track	
Marker 02	0:49.920	0:00.000	decimal	Track	
CD Track 15	0:52.586	0:00.000	decimal	Track	
CD Track 17	0:55.506	0:00.000	decimal	Track	
CD Track 18	0:59.573	0:00.000	decimal	Cue	
CD Track 20	1:01.880	0:00.000	decimal	Track	
CD Track 19	1:07.146	0:00.000	decimal	Track	
CD Track 21	1:09.413	0:00.000	decimal	Track	
CD Track 22	1:14.213	0:00.000	decimal	Track	
CD Track 23	1:19.146	0:00.000	decimal	Track	
CD Track 24	1:23.306	0:00.000	decimal	Track	
Marker 03	1:26.686	0:00.000	decimal	Cue	
