verse,ar,en,timestamps
43:68,يَعِبَادِ,"[To whom Allah will say], ""O My servants,",12:58.476
,لَا خَوْفٌ عَلَيْكُمُ الْيَوْمَ,"no fear will there be concerning you this Day,",12:59.586
,وَلَا أَنتُمْ تَحْزَنُونَ,"nor will you grieve,",13:02.506
43:69,الَّذِينَ ءَامَنُوا بَِٔايَتِنَا,[You] who believed in Our verses,13:07.080
,وَكَانُوا مُسْلِمِينَ,and were Muslims.,13:10.693
43:70,ادْخُلُوا الْجَنَّةَ,"Enter Paradise,",13:13.525
,أَنتُمْ وَأَزْوَجُكُمْ تُحْبَرُونَ,"you and your kinds, delighted.""",13:15.600
43:71,يُطَافُ عَلَيْهِم بِصِحَافٍ مِّن ذَهَبٍ,Circulated among them will be plates,13:21.551
,وَأَكْوَابٍ,and vessels of gold.,13:27.373
,وَفِيهَا مَا تَشْتَهِيهِ الْأَنفُسُ,And therein is whatever the souls desire,13:29.346
,وَتَلَذُّ الْأَعْيُنُ,"and [what] delights the eyes,",13:33.720
,وَأَنتُمْ فِيهَا خَلِدُونَ,and you will abide therein eternally.,13:35.586
43:72,وَتِلْكَ الْجَنَّةُ,And that is Paradise,13:39.769
,الَّتِى أُورِثْتُمُوهَا,which you are made to inherit,13:41.773
,بِمَا كُنتُمْ تَعْمَلُونَ,for what you used to do.,13:45.120
43:73,لَكُمْ فِيهَا فَكِهَةٌ كَثِيرَةٌ,For you therein is much fruit,13:49.449
,مِّنْهَا تَأْكُلُونَ,from which you will eat.,13:54.493
,,,13:56.594
