Name	Start	Duration	Time Format	Type	Description
Marker 02	0:00.128	0:00.000	decimal	Cue	
Marker 03	0:03.353	0:00.000	decimal	Cue	
Marker 04	0:07.183	0:00.000	decimal	Cue	
Marker 05	0:11.244	0:00.000	decimal	Cue	
Marker 06	0:14.056	0:00.000	decimal	Cue	
Marker 07	0:17.564	0:00.000	decimal	Cue	
Marker 08	0:21.285	0:00.000	decimal	Cue	
Marker 09	0:25.552	0:00.000	decimal	Cue	
Marker 11	0:29.358	0:00.000	decimal	Cue	
