Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.306	0:00.000	decimal	Cue	
CD Track 07	0:03.733	0:00.000	decimal	Track	
Marker 02	0:06.172	0:00.000	decimal	Cue	
CD Track 01	0:08.160	0:00.000	decimal	Track	
Marker 03	0:10.510	0:00.000	decimal	Cue	
CD Track 08	0:13.293	0:00.000	decimal	Track	
Marker 04	0:15.476	0:00.000	decimal	Cue	
CD Track 03	0:19.026	0:00.000	decimal	Track	
Marker 05	0:21.255	0:00.000	decimal	Cue	
CD Track 04	0:25.106	0:00.000	decimal	Track	
CD Track 05	0:27.906	0:00.000	decimal	Track	
Marker 07	0:30.738	0:00.000	decimal	Cue	
Marker 08	0:33.005	0:00.000	decimal	Cue	
Marker 09	0:35.419	0:00.000	decimal	Cue	
CD Track 09	0:37.826	0:00.000	decimal	Track	
Marker 10	0:40.345	0:00.000	decimal	Cue	
CD Track 11	0:43.093	0:00.000	decimal	Track	
CD Track 10	0:45.920	0:00.000	decimal	Track	
CD Track 12	0:50.053	0:00.000	decimal	Track	
CD Track 13	0:52.586	0:00.000	decimal	Track	
Marker 11	0:57.319	0:00.000	decimal	Cue	
CD Track 14	0:59.653	0:00.000	decimal	Track	
Marker 12	1:02.495	0:00.000	decimal	Cue	
