Name	Start	Duration	Time Format	Type	Description
Marker 01	2:28.987	0:00.000	decimal	Cue	
CD Track 01	2:31.880	0:00.000	decimal	Track	
CD Track 02	2:36.106	0:00.000	decimal	Track	
CD Track 03	2:40.160	0:00.000	decimal	Track	
Marker 02	2:43.916	0:00.000	decimal	Cue	
CD Track 05	2:46.746	0:00.000	decimal	Track	
Marker 03	2:51.760	0:00.000	decimal	Cue	
CD Track 06	2:54.946	0:00.000	decimal	Track	
CD Track 07	2:58.093	0:00.000	decimal	Track	
CD Track 08	3:01.493	0:00.000	decimal	Track	
Marker 04	3:05.153	0:00.000	decimal	Cue	
CD Track 09	3:09.840	0:00.000	decimal	Track	
CD Track 10	3:12.093	0:00.000	decimal	Track	
CD Track 11	3:15.973	0:00.000	decimal	Track	
CD Track 12	3:21.066	0:00.000	decimal	Track	
CD Track 13	3:24.053	0:00.000	decimal	Track	
Marker 05	3:29.709	0:00.000	decimal	Cue	
CD Track 14	3:34.666	0:00.000	decimal	Track	
CD Track 15	3:37.653	0:00.000	decimal	Track	
CD Track 16	3:45.160	0:00.000	decimal	Track	
CD Track 17	3:51.760	0:00.000	decimal	Track	
Marker 06	3:58.000	0:00.000	decimal	Cue	
