Name	Start	Duration	Time Format	Type	Description
Marker 01	2:23.668	0:00.000	decimal	Cue	
Marker 02	2:27.477	0:00.000	decimal	Cue	
CD Track 02	2:29.880	0:00.000	decimal	Track	
Marker 03	2:33.781	0:00.000	decimal	Cue	
Marker 04	2:39.872	0:00.000	decimal	Cue	
CD Track 04	2:44.413	0:00.000	decimal	Track	
Marker 05	2:47.208	0:00.000	decimal	Cue	
Marker 06	2:54.450	0:00.000	decimal	Cue	
CD Track 05	2:56.000	0:00.000	decimal	Track	
Marker 07	2:59.483	0:00.000	decimal	Cue	
Marker 08	3:05.377	0:00.000	decimal	Cue	
CD Track 07	3:09.413	0:00.000	decimal	Track	
CD Track 06	3:14.546	0:00.000	decimal	Track	
CD Track 11	3:18.466	0:00.000	decimal	Track	
CD Track 09	3:22.226	0:00.000	decimal	Track	
CD Track 08	3:24.786	0:00.000	decimal	Track	
CD Track 10	3:26.813	0:00.000	decimal	Track	
Marker 09	3:30.004	0:00.000	decimal	Cue	
Marker 10	3:37.445	0:00.000	decimal	Cue	
