Name	Start	Duration	Time Format	Type	Description
Marker 02	0:50.370	0:00.000	decimal	Cue	
CD Track 01	0:55.693	0:00.000	decimal	Track	
CD Track 03	1:03.413	0:00.000	decimal	Track	
CD Track 15	1:06.560	0:00.000	decimal	Track	
CD Track 04	1:10.640	0:00.000	decimal	Track	
CD Track 05	1:14.373	0:00.000	decimal	Track	
CD Track 07	1:18.386	0:00.000	decimal	Track	
CD Track 08	1:22.933	0:00.000	decimal	Track	
CD Track 09	1:25.946	0:00.000	decimal	Track	
CD Track 10	1:29.066	0:00.000	decimal	Cue	
CD Track 11	1:34.040	0:00.000	decimal	Track	
CD Track 12	1:39.026	0:00.000	decimal	Track	
CD Track 16	1:44.480	0:00.000	decimal	Track	
CD Track 13	1:47.026	0:00.000	decimal	Track	
CD Track 14	1:52.306	0:00.000	decimal	Cue	
