verse,ar,en,timestamps
56:10,وَٱلسَّـٰبِقُونَ ٱلسَّـٰبِقُونَ,"And the forerunners, the forerunners -",0:00.526
,وَٱلسَّـٰبِقُونَ ٱلسَّـٰبِقُونَ,"And the forerunners, the forerunners -",0:06.853
56:11,أُولَـٰٓئِكَ ٱلْمُقَرَّبُونَ,Those are the ones brought near [to Allah],0:13.364
,أُولَـٰٓئِكَ ٱلْمُقَرَّبُونَ,Those are the ones brought near [to Allah],0:19.253
56:12,فِى جَنَّـٰتِ ٱلنَّعِيمِ,"In the Gardens of Pleasure,",0:22.760
56:13,ثُلَّةٌ مِّنَ ٱلْأَوَّلِينَ,A [large] company of the former peoples,0:28.008
56:14,وَقَلِيلٌ مِّنَ ٱلْـَٔاخِرِينَ,"And a few of the later peoples,",0:32.891
56:15,عَلَىٰ سُرُرٍ مَّوْضُونَةٍ,"On thrones woven [with ornament],",0:37.991
56:16,مُّتَّكِـِٔينَ عَلَيْهَا مُتَقَـٰبِلِينَ,"Reclining on them, facing each other.",0:42.258
56:17,يَطُوفُ عَلَيْهِمْ وِلْدَٰنٌ مُّخَلَّدُونَ,There will circulate among them young boys made eternal.,0:47.916
56:18,بِأَكْوَابٍ وَأَبَارِيقَ وَكَأْسٍ مِّن مَّعِينٍ,"With vessels, pitchers and a cup [of wine] from a flowing spring -",0:54.624
56:19,لَّا يُصَدَّعُونَ عَنْهَا وَلَا يُنزِفُونَ,"No headache will they have therefrom, nor will they be intoxicated -",1:01.688
56:20,وَفَـٰكِهَةٍ مِّمَّا يَتَخَيَّرُونَ,And fruit of what they select,1:10.291
56:21,وَلَحْمِ طَيْرٍ مِّمَّا يَشْتَهُونَ,"And the meat of fowl, from whatever they desire.",1:17.458
56:22,وَحُورٌ عِينٌ,"And [for them are] fair women with large, [beautiful] eyes,",1:22.114
56:23,كَأَمْثَـٰلِ ٱللُّؤْلُؤِ ٱلْمَكْنُونِ,"The likenesses of pearls well-protected,",1:25.669
56:24,جَزَآءًۢ بِمَا كَانُوا يَعْمَلُونَ,As reward for what they used to do.,1:32.999
,,,1:40.427
