Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.024	0:00.000	decimal	Cue	
CD Track 01	0:05.613	0:00.000	decimal	Track	
CD Track 02	0:08.266	0:00.000	decimal	Track	
Marker 03	0:14.026	0:00.000	decimal	Cue	
CD Track 03	0:17.400	0:00.000	decimal	Track	
CD Track 10	0:19.293	0:00.000	decimal	Track	
CD Track 04	0:22.520	0:00.000	decimal	Track	
Marker 04	0:28.317	0:00.000	decimal	Cue	
CD Track 05	0:33.333	0:00.000	decimal	Track	
CD Track 09	0:35.960	0:00.000	decimal	Track	
CD Track 06	0:38.760	0:00.000	decimal	Track	
CD Track 07	0:42.346	0:00.000	decimal	Track	
CD Track 08	0:49.160	0:00.000	decimal	Track	
Marker 06	0:56.397	0:00.000	decimal	Cue	
