Name	Start	Duration	Time Format	Type	Description
Marker 01	04:10.000	0:00.000	decimal	Cue	
CD Track 01	04:17.050	0:00.000	decimal	Track	
Marker 02	04:23.864	0:00.000	decimal	Cue	
Marker 04	04:33.383	0:00.000	decimal	Cue	
CD Track 02	04:38.903	0:00.000	decimal	Track	
Marker 06	04:45.801	0:00.000	decimal	Cue	
Marker 07	04:55.767	0:00.000	decimal	Cue	
Marker 08	05:13.882	0:00.000	decimal	Cue	
