Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.000	0:00.000	decimal	Cue	
CD Track 01	0:02.413	0:00.000	decimal	Track	
CD Track 02	0:05.506	0:00.000	decimal	Track	
Marker 02	0:09.215	0:00.000	decimal	Subclip	
Marker 03	0:09.971	0:00.000	decimal	Cue	
CD Track 14	0:14.960	0:00.000	decimal	Track	
CD Track 03	0:17.373	0:00.000	decimal	Track	
CD Track 04	0:19.986	0:00.000	decimal	Track	
CD Track 19	0:21.893	0:00.000	decimal	Track	
CD Track 05	0:23.880	0:00.000	decimal	Track	
Marker 04	0:27.525	0:00.000	decimal	Cue	
CD Track 16	0:30.440	0:00.000	decimal	Track	
CD Track 07	0:33.613	0:00.000	decimal	Track	
CD Track 08	0:38.640	0:00.000	decimal	Track	
CD Track 09	0:43.466	0:00.000	decimal	Track	
CD Track 18	0:44.666	0:00.000	decimal	Track	
CD Track 10	0:52.306	0:00.000	decimal	Track	
Marker 05	0:57.757	0:00.000	decimal	Cue	
CD Track 12	1:01.480	0:00.000	decimal	Track	
CD Track 20	1:03.400	0:00.000	decimal	Track	
CD Track 13	1:06.693	0:00.000	decimal	Track	
Marker 06	1:16.300	0:00.000	decimal	Cue	
