Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.067	0:00.000	decimal	Cue	
CD Track 01	0:06.280	0:00.000	decimal	Track	
Marker 03	0:12.827	0:00.000	decimal	Cue	
CD Track 02	0:17.853	0:00.000	decimal	Track	
CD Track 03	0:24.426	0:00.000	decimal	Track	
CD Track 04	0:30.000	0:00.000	decimal	Track	
CD Track 05	0:33.426	0:00.000	decimal	Track	
CD Track 06	0:38.693	0:00.000	decimal	Track	
Marker 04	0:42.840	0:00.000	decimal	Cue	
CD Track 08	0:44.626	0:00.000	decimal	Track	
CD Track 09	0:47.986	0:00.000	decimal	Track	
CD Track 10	0:48.866	0:00.000	decimal	Track	
Marker 05	0:55.249	0:00.000	decimal	Cue	
