Name	Start	Duration	Time Format	Type	Description
Marker 02	0:12.923	0:00.000	decimal	Cue	
CD Track 01	0:18.800	0:00.000	decimal	Track	
CD Track 02	0:24.480	0:00.000	decimal	Track	
CD Track 03	0:29.053	0:00.000	decimal	Cue	
CD Track 04	0:35.240	0:00.000	decimal	Track	
CD Track 05	0:40.880	0:00.000	decimal	Track	
Marker 03	0:46.446	0:00.000	decimal	Cue	
CD Track 07	0:53.040	0:00.000	decimal	Track	
CD Track 09	0:55.320	0:00.000	decimal	Track	
CD Track 10	1:01.666	0:00.000	decimal	Cue	
CD Track 12	1:09.306	0:00.000	decimal	Track	
Marker 04	1:15.103	0:00.000	decimal	Cue	
CD Track 13	1:18.106	0:00.000	decimal	Track	
Marker 06	1:24.738	0:00.000	decimal	Cue	
