Name	Start	Duration	Time Format	Type	Description
Marker 01	6:47.229	0:00.000	decimal	Cue	
CD Track 01	6:50.493	0:00.000	decimal	Track	
Marker 02	6:55.592	0:00.000	decimal	Cue	
CD Track 02	6:58.386	0:00.000	decimal	Track	
CD Track 03	7:02.346	0:00.000	decimal	Track	
Marker 03	7:06.273	0:00.000	decimal	Cue	
CD Track 04	7:12.933	0:00.000	decimal	Track	
CD Track 05	7:14.666	0:00.000	decimal	Track	
Marker 04	7:19.627	0:00.000	decimal	Cue	
CD Track 06	7:25.040	0:00.000	decimal	Track	
Marker 05	7:30.297	0:00.000	decimal	Cue	
CD Track 15	7:35.986	0:00.000	decimal	Track	
CD Track 07	7:38.413	0:00.000	decimal	Track	
Marker 06	7:41.786	0:00.000	decimal	Cue	
CD Track 08	7:47.893	0:00.000	decimal	Track	
CD Track 09	7:51.493	0:00.000	decimal	Track	
Marker 08	7:53.904	0:00.000	decimal	Cue	
CD Track 10	7:56.293	0:00.000	decimal	Track	
CD Track 11	7:58.946	0:00.000	decimal	Track	
Marker 09	8:02.259	0:00.000	decimal	Cue	
CD Track 12	8:07.146	0:00.000	decimal	Track	
CD Track 13	8:09.306	0:00.000	decimal	Track	
CD Track 14	8:10.813	0:00.000	decimal	Track	
Marker 10	8:16.750	0:00.000	decimal	Cue	
