verse,ar,en,timestamps
102:1, أَلْهَىٰكُمُ ٱلتَّكَاثُرُ,Competition in [worldly] increase diverts you,0:00.288
102:2,حَتَّىٰ زُرْتُمُ ٱلْمَقَابِرَ,Until you visit the graveyards.,0:02.789
102:3,كَلَّا سَوْفَ تَعْلَمُونَ,No! You are going to know.,0:05.823
102:4,ثُمَّ كَلَّا سَوْفَ تَعْلَمُونَ,"Then, no! You are going to know.",0:09.364
102:5,كَلَّا لَوْ تَعْلَمُونَ عِلْمَ ٱلْيَقِينِ,No! If you only knew with knowledge of certainty...,0:13.052
102:6,لَتَرَوُنَّ ٱلْجَحِيمَ,You will surely see the Hellfire.,0:17.408
102:7,ثُمَّ لَتَرَوُنَّهَا عَيْنَ ٱلْيَقِينِ,Then you will surely see it with the eye of certainty.,0:20.200
102:8,ثُمَّ لَتُسْـَٔلُنَّ يَوْمَئِذٍ عَنِ ٱلنَّعِيمِ,Then you will surely be asked that Day about pleasure.,0:25.884
,,,0:34.000
