Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.299	0:00.000	decimal	Cue	
CD Track 03	0:01.440	0:00.000	decimal	Track	
CD Track 01	0:04.413	0:00.000	decimal	Track	
Marker 02	0:08.904	0:00.000	decimal	Cue	
CD Track 06	0:12.600	0:00.000	decimal	Track	
Marker 03	0:15.371	0:00.000	decimal	Cue	
CD Track 07	0:17.440	0:00.000	decimal	Track	
Marker 04	0:23.365	0:00.000	decimal	Cue	
CD Track 04	0:29.266	0:00.000	decimal	Track	
Marker 05	0:31.173	0:00.000	decimal	Track	
CD Track 08	0:35.546	0:00.000	decimal	Track	
CD Track 02	0:37.453	0:00.000	decimal	Track	
Marker 06	0:41.593	0:00.000	decimal	Cue	
CD Track 05	0:43.613	0:00.000	decimal	Track	
CD Track 09	0:47.053	0:00.000	decimal	Track	
Marker 07	0:51.300	0:00.000	decimal	Cue	
CD Track 10	0:56.346	0:00.000	decimal	Track	
Marker 08	0:58.742	0:00.000	decimal	Cue	
CD Track 22	1:03.573	0:00.000	decimal	Track	
Marker 09	1:05.320	0:00.000	decimal	Cue	
CD Track 23	1:07.400	0:00.000	decimal	Track	
Marker 10	1:10.774	0:00.000	decimal	Cue	
CD Track 24	1:12.626	0:00.000	decimal	Track	
Marker 11	1:17.881	0:00.000	decimal	Cue	
CD Track 13	1:20.026	0:00.000	decimal	Track	
CD Track 14	1:22.880	0:00.000	decimal	Track	
Marker 12	1:26.867	0:00.000	decimal	Cue	
CD Track 15	1:29.986	0:00.000	decimal	Track	
Marker 13	1:35.503	0:00.000	decimal	Cue	
CD Track 17	1:39.386	0:00.000	decimal	Track	
Marker 14	1:42.546	0:00.000	decimal	Cue	
CD Track 20	1:47.160	0:00.000	decimal	Track	
CD Track 19	1:49.160	0:00.000	decimal	Track	
CD Track 21	1:50.186	0:00.000	decimal	Track	
Marker 15	1:53.562	0:00.000	decimal	Cue	
