verse,ar,en,timestamps
43:68,يَعِبَادِ,"[To whom Allah will say], ""O My servants,",0:00.299
,لَا خَوْفٌ عَلَيْكُمُ الْيَوْمَ,"no fear will there be concerning you this Day,",0:01.440
,وَلَا أَنتُمْ تَحْزَنُونَ,"nor will you grieve,",0:04.413
43:69,الَّذِينَ ءَامَنُوا بَِٔايَتِنَا,[You] who believed in Our verses,0:08.904
,وَكَانُوا مُسْلِمِينَ,and were Muslims.,0:12.600
43:70,ادْخُلُوا الْجَنَّةَ,"Enter Paradise,",0:15.371
,أَنتُمْ وَأَزْوَجُكُمْ تُحْبَرُونَ,"you and your kinds, delighted.""",0:17.440
43:71,يُطَافُ عَلَيْهِم بِصِحَافٍ مِّن ذَهَبٍ,Circulated among them will be plates,0:23.365
,وَأَكْوَابٍ,and vessels of gold.,0:29.266
,وَفِيهَا مَا تَشْتَهِيهِ الْأَنفُسُ,And therein is whatever the souls desire,0:31.173
,وَتَلَذُّ الْأَعْيُنُ,"and [what] delights the eyes,",0:35.546
,وَأَنتُمْ فِيهَا خَلِدُونَ,and you will abide therein eternally.,0:37.453
43:72,وَتِلْكَ الْجَنَّةُ,And that is Paradise,0:41.593
,الَّتِى أُورِثْتُمُوهَا,which you are made to inherit,0:43.613
,بِمَا كُنتُمْ تَعْمَلُونَ,for what you used to do.,0:47.053
43:73,لَكُمْ فِيهَا فَكِهَةٌ كَثِيرَةٌ,For you therein is much fruit,0:51.300
,مِّنْهَا تَأْكُلُونَ,from which you will eat.,0:56.346
43:74,إِنَّ الْمُجْرِمِينَ فِى عَذَابِ جَهَنَّمَ,"Indeed, the criminals will be in the punishment of Hell,",0:58.742
,خَلِدُونَ,abiding eternally.,1:03.573
43:75,لَا يُفَتَّرُ عَنْهُمْ,"It will not be allowed to subside for them,",1:05.320
,وَهُمْ فِيهِ مُبْلِسُونَ,"and they, therein, are in despair.",1:07.400
43:76,وَمَا ظَلَمْنَهُمْ,"And We did not wrong them,",1:10.774
,وَلَكِن كَانُوا هُمُ الظَّلِمِينَ,but it was they who were the wrongdoers.,1:12.626
43:77,وَنَادَوْا يَمَلِكُ,"And they will call, ""O Malik,",1:17.881
,لِيَقْضِ عَلَيْنَا رَبُّكَ,"let your Lord put an end to us!""",1:20.026
,قَالَ إِنَّكُم مَّكِثُونَ,"He will say, ""Indeed, you will remain.""",1:22.880
43:78,لَقَدْ جِئْنَكُم بِالْحَقِّ,"We had certainly brought you the truth,",1:26.867
,وَلَكِنَّ أَكْثَرَكُمْ لِلْحَقِّ كَرِهُونَ,"but most of you, to the truth, were averse.",1:29.986
43:79,أَمْ أَبْرَمُوا أَمْرًا,Or have they devised [some] affair?,1:35.503
,فَإِنَّا مُبْرِمُونَ,"But indeed, We are devising [a plan].",1:39.386
43:80,أَمْ يَحْسَبُونَ أَنَّا لَا نَسْمَعُ سِرَّهُمْ,Or do they think that We hear not their secrets,1:42.546
,وَنَجْوَىهُم,and their private conversations?,1:47.160
,بَلَى,"Yes, [We do],",1:49.160
,وَرُسُلُنَا لَدَيْهِمْ يَكْتُبُونَ,"and Our messengers [i.e., angels] are with them recording.",1:50.186
,,,1:53.562
