Name	Start	Duration	Time Format	Type	Description
Marker 01	0:00.468	0:00.000	decimal	Cue	
CD Track 17	0:06.960	0:00.000	decimal	Track	
CD Track 01	0:09.120	0:00.000	decimal	Track	
CD Track 02	0:14.066	0:00.000	decimal	Track	
CD Track 03	0:18.280	0:00.000	decimal	Track	
CD Track 18	0:19.680	0:00.000	decimal	Track	
Marker 02	0:24.643	0:00.000	decimal	Cue	
CD Track 04	0:31.240	0:00.000	decimal	Track	
CD Track 05	0:33.346	0:00.000	decimal	Track	
CD Track 06	0:38.986	0:00.000	decimal	Track	
CD Track 07	0:41.013	0:00.000	decimal	Track	
Marker 03	0:48.511	0:00.000	decimal	Cue	
CD Track 08	0:55.480	0:00.000	decimal	Track	
CD Track 09	0:57.853	0:00.000	decimal	Track	
CD Track 11	1:00.000	0:00.000	decimal	Track	
CD Track 12	1:04.080	0:00.000	decimal	Track	
CD Track 13	1:08.200	0:00.000	decimal	Track	
Marker 04	1:14.277	0:00.000	decimal	Cue	
CD Track 14	1:19.613	0:00.000	decimal	Track	
CD Track 15	1:23.640	0:00.000	decimal	Track	
CD Track 16	1:27.160	0:00.000	decimal	Track	
Marker 05	1:32.773	0:00.000	decimal	Cue	
