verse,ar,en,timestamps
23:34,وَلَئِنْ أَطَعْتُم بَشَرًا مِّثْلَكُمْ,"And if you should obey a man like yourselves,",0:00.000
,إِنَّكُمْ إِذًا لَّخَسِرُونَ,"indeed, you would then be losers.",0:03.293
23:35,أَيَعِدُكُمْ أَنَّكُمْ إِذَا مِتُّمْ,Does he promise you that when you have died,0:06.066
,وَكُنتُمْ تُرَابًا وَعِظَمًا,and become dust and bones,0:09.000
,أَنَّكُم مُّخْرَجُونَ,that you will be brought forth [once more]?,0:12.066
23:36,هَيْهَاتَ هَيْهَاتَ,"How far, how far,",0:14.345
,هَيْهَاتَ هَيْهَاتَ لِمَا تُوعَدُونَ,"How far, how far, is that which you are promised.",0:16.640
23:37,إِنْ هِىَ إِلَّا حَيَاتُنَا الدُّنْيَا,"It [i.e., life] is not but our worldly life -",0:20.047
,نَمُوتُ وَنَحْيَا وَمَا نَحْنُ بِمَبْعُوثِينَ,"we die and live, but we will not be resurrected.",0:22.853
23:38,إِنْ هُوَ إِلَّا رَجُلٌ افْتَرَى عَلَى اللَّهِ كَذِبًا,"He is not but a man who has invented a lie about Allah,",0:26.851
,وَمَا نَحْنُ لَهُ بِمُؤْمِنِينَ,"and we will not believe him.""",0:30.986
23:39,قَالَ رَبِّ انصُرْنِى بِمَا كَذَّبُونِ,"He said, ""My Lord, support me because they have denied me.""",0:33.767
,,,0:37.349
