Name	Start	Duration	Time Format	Type	Description
Marker 14	0:00.034	0:00.000	decimal	Cue	
Marker 01	0:02.933	0:00.000	decimal	Track	
CD Track 01	0:05.386	0:00.000	decimal	Track	
Marker 02	0:08.268	0:00.000	decimal	Cue	
CD Track 02	0:09.266	0:00.000	decimal	Track	
Marker 04	0:12.760	0:00.000	decimal	Track	
Marker 05	0:16.680	0:00.000	decimal	Track	
Marker 07	0:22.235	0:00.000	decimal	Cue	
CD Track 03	0:24.266	0:00.000	decimal	Track	
Marker 08	0:27.506	0:00.000	decimal	Track	
Marker 09	0:30.853	0:00.000	decimal	Track	
Marker 10	0:32.533	0:00.000	decimal	Track	
Marker 11	0:36.950	0:00.000	decimal	Cue	
Marker 12	0:43.826	0:00.000	decimal	Track	
Marker 13	0:48.987	0:00.000	decimal	Cue	
